Offset(P)    #Ptr   #Hnd Access Name
0x01aee368      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01aee400      1      1 RW-r-- \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Security Essentials\Support\Application.etl
0x01aee820      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01aee8b8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\themeui.dll
0x01aeea28      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Internet Explorer\iexplore.exe
0x01aeeb78      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01aef270      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01aef3e0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01aef880      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\setupapi.dll
0x01aef988      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsta.dll
0x01aefc40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
0x01af1268      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Start Menu
0x01af13d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01af1b10      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Microsoft\SystemCertificates\My
0x01af31b0      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\powerOps.dll
0x01af3248      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ipnathlp.dll
0x01af3360      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x01af36d8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01af37e0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.MFC_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_3bf8fa05\mfc80u.dll
0x01af38f0      1      1 ------ \Device\NamedPipe\net\NtControlPipe13
0x01af3de8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.MFC_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_3bf8fa05
0x01af4760      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msvcrt40.dll
0x01af4930      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x01af56c0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Dropbox\bin\msvcp71.dll
0x01af6208      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01af6838      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01af7c30      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01af8ca0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b00158      3      0 RWD--- \Device\HarddiskVolume1\$Mft
0x01b01a90      2      1 ------ \Device\NamedPipe\DAV RPC SERVICE
0x01b021b8      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Microsoft\SystemCertificates\My
0x01b028d0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01b02f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b03f90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01b04208      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x01b042c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.MFCLOC_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_91481303
0x01b047d8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Security Essentials\MpRTP.dll
0x01b04b58      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gthread-2.0.dll
0x01b04d90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimg32.dll
0x01b05b50      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\History\History.IE5\index.dat
0x01b064d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x01b06e88      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01b094b8      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMControlPanel.cpl
0x01b09770      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdigest.dll
0x01b0a340      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\user32.dll
0x01b0a680      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b0a748      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01b0a998      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\browser.dll
0x01b0b330      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\gdi32.dll
0x01b0bf90      2      1 ------ \Device\NamedPipe\TerminalServer\AutoReconnect
0x01b0c868      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x01b0cae8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcp60.dll
0x01b1c320      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\winipsec.dll
0x01b1d248      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b1e898      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasadhlp.dll
0x01b20500      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x01b206f0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\seclogon.dll
0x01b223d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01b228e0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01b22cb0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\vssapi.dll
0x01b22e20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vmhgfs.dll
0x01b27028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msprivs.dll
0x01b276c8      1      0 -W-rw- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\fifo.log
0x01b27838      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\Sti_Trace.log
0x01b287f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700\msvcr80.dll
0x01b28888      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmacthlp.exe
0x01b28920      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\smss.exe
0x01b28a38      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x01b28ba8      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\deployPkgPlugin.dll
0x01b2be10      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01b2c5d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netui0.dll
0x01b2c670      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ntlanman.dll
0x01b2cdd0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01b2de88      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01b2e728      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\browselc.dll
0x01b2e7c0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\sti_ci.dll
0x01b2e9b0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR
0x01b2f028      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Administrator\NTUSER.DAT
0x01b2f3a8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\kbdus.dll
0x01b2f868      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x01b2f9f0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b2fa88      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Administrator\ntuser.dat.LOG
0x01b2fc80      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\arialbi.ttf
0x01b2ff90      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\TPAutoConnect.exe
0x01b309b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x01b317c8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mlang.dll
0x01b31a78      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\ime\sptip.dll
0x01b328c8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01b332d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schannel.dll
0x01b333d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b33598      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b33650      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x01b3c868      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimtf.dll
0x01b3d128      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Microsoft Security Essentials\MsMpRes.dll
0x01b3d240      3      1 ------ \Device\Afd\Endpoint
0x01b3d630      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01b3d828      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01b3e810      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\resolutionSet.dll
0x01b3ecf0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b3f148      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
0x01b3f3e8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dot3dlg.dll
0x01b3f910      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Cookies\index.dat
0x01b3fb08      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMUpgradeHelper.exe
0x01b406d8      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP
0x01b40998      2      1 ------ \Device\NamedPipe\Spooler\LPT1
0x01b42358      3      1 ------ \Device\NamedPipe\919863BFD426AA00979BDF55477F92A7
0x01b437b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x01b43950      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\Definition Updates\Updates\mpasdlta.vdm
0x01b43db8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b447f0      2      1 ------ \Device\NamedPipe\lsass
0x01b44d58      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\w32x86\3\pscript5.dll
0x01b45d90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clbcatq.dll
0x01b45f90      2      1 ------ \Device\NamedPipe\InitShutdown
0x01b465d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msv1_0.dll
0x01b46c70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700\msvcp80.dll
0x01b47150      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01b47728      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comdlg32.dll
0x01bd11d0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\ntdll.dll
